id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4841291043572418,MhkaseZlE,1563542187,左左不是Hidari酱,#MAMA#❤️#姜丹尼尔danity一起幸福吧#🎬2211292022MAMAPhotomatic//开拍前好懵懵好可爱😭开拍后好会找pose这美貌值的再拍1210张bb玩儿的很开心😭😭摄像镜头也好会抓重点知道我想看什么就拍什么.L左左不是Hidari酱的微博视频,,,,"MAMA,姜丹尼尔danity一起幸福吧",90,12,172,2022-11-29 23:53,姜丹尼尔超话,,"http://f.video.weibocdn.com/o0/QxF01cm4lx081aEaff4s01041200k6JR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784117&ssig=qe51UZl3vR&KID=unistore,video",
4841290879213559,MhkabCERN,7225032340,念与北诗33023,#MAMA#哥几个今天终于下班了,,,,MAMA,0,0,0,2022-11-29 23:52,Redmi K40游戏版,,,
4841290837005107,Mhka7tolB,7225032340,念与北诗33023,#MAMA#期待明天的MAMA！,,,,MAMA,0,1,0,2022-11-29 23:52,Redmi K40游戏版,,,
4840923961233395,MhaCo5aRt,6480644852,Psc-22T,#MAMA#期待StrayKids,,,,MAMA,0,0,0,2022-11-28 23:34,HUAWEI Mate 20,"['https://wx1.sinaimg.cn/large/0074A7LSly1h8l9jozcnbj311g1kwdql.jpg', 'https://wx3.sinaimg.cn/large/0074A7LSly1h8l9jphn0kj311g1kwwoh.jpg', 'https://wx4.sinaimg.cn/large/0074A7LSly1h8l9jpvm43j316o1kwtl3.jpg', 'https://wx1.sinaimg.cn/large/0074A7LSly1h8l9jq8ly4j311x1el483.jpg', 'https://wx3.sinaimg.cn/large/0074A7LSly1h8l9jqodfaj30zk0qo48n.jpg', 'https://wx4.sinaimg.cn/large/0074A7LSly1h8l9jr2fwjj30ur1a6tg5.jpg', 'https://wx3.sinaimg.cn/large/0074A7LSly1h8l9jrfp44j311x1kw12w.jpg', 'https://wx1.sinaimg.cn/large/0074A7LSly1h8l9jrvqepj31jk111wqn.jpg', 'https://wx1.sinaimg.cn/large/0074A7LSly1h8l9jsaactj31jk2bcwyv.jpg']",,
4840923940261768,MhaCm1664,6579663902,西红柿小呆,#MAMA#测第一反应是管理会计MA[微笑👊🏻,,,,MAMA,0,0,1,2022-11-28 23:34,,,,
4840923370887452,MhaBr3IRK,5853064636,琦了怪了__,#MAMA#非常之期待了！,,,,MAMA,0,0,0,2022-11-28 23:32,博肖爱情HarmonyOS设备,,,
4840922330434922,MhazL1P8S,6812304053,-lillim-,#MAMA#期待skz和欧典欧,,,,MAMA,0,0,0,2022-11-28 23:28,iPhone客户端,,,
4840921952687818,Mhaz9bhdU,7439300436,盐煸小虞干,#MAMA#一开始我还以为所有人一起跳欧典欧,,,,MAMA,0,0,0,2022-11-28 23:26,HUAWEI nova 3,,,
4840921814270250,MhayVhUT0,6307226983,川奈秋祭,#MAMA#明天数学课看,,,,MAMA,0,0,2,2022-11-28 23:26,iPhone 12(白色),,,
4840921705219081,MhayKlTIJ,6307226983,川奈秋祭,#MAMA#所以四代团是不上了吗,,,,MAMA,0,0,1,2022-11-28 23:25,iPhone 12(白色),,,
4840921406902296,MhaygsXBm,7733000674,写一首歌予你,#MAMA#浅浅预测一下欧典欧难度最大葡的光徐都可以上尤其光力度很OK唱歌也很难所以Lily可能会就留鲸和炽里面总体舞蹈都不错炽现在实力真的是很好菜园街估计会去o.o综合实力很好鲸里面可能是hanniwadada的难度系数也有葡的歌也蛮累爻鲸忙内都可以去还有鲸的混血hypeboy我之前看爻的忙内跳的也好好很适合也可能炽的忙内也可能去eleven估计是各家门面吧炽的出道曲可能是芙里的秋天或安鲸里面可能是minji海媛应该是wadada吧,,,,MAMA,0,1,2,2022-11-28 23:24,荣耀20i,,,
4840921256435948,Mhay1r0hC,5178661677,素静不等于肃静,#MAMA#今年mama在哪办？,,,,MAMA,0,1,0,2022-11-28 23:23,iPad Pro,,,
4840920967810696,MhaxywLUY,7558094359,耀个泡泡荼,#MAMA#期待期待,,,,MAMA,0,0,0,2022-11-28 23:22,Redmi K40S,,,
4841396319553532,MhmUfE5je,7374101318,金采炫_Chaetopia,金采炫🤍🐯#mama#【221129】MAMA红毯采炫相关MAMALINEVOOMPhotomatic,,,,mama,2,0,25,2022-11-30 06:51,金采炫超话,"['https://wx4.sinaimg.cn/large/00832YC2gy1h8mropfb5nj30m80x242k.jpg', 'https://wx4.sinaimg.cn/large/00832YC2gy1h8mrsn9vwbj304m04mjra.jpg', 'https://wx4.sinaimg.cn/large/00832YC2gy1h8mrsptirdj303t03t3yc.jpg', 'https://wx2.sinaimg.cn/large/00832YC2gy1h8mrsqmxgpj303d03dq2r.jpg', 'https://wx4.sinaimg.cn/large/00832YC2gy1h8mrsrnp8tj30450453yd.jpg']",,
4841376828883205,MhmoOBgVv,6631074368,Rebecca_43,#MAMA#twice最大赢家,,,,MAMA,0,0,0,2022-11-30 05:34,iPhone客户端,,,
4841374887445215,MhmlGveQ7,5977419782,晓peipei,今年mama的台建的有两米高…不管坐哪位置都挺差的。#mama#但是美女出来蹦的就是很开心今天最热的场一个BiBi一个群舞一个karaL晓peipei的微博视频,,,,mama,12,7,686,2022-11-30 05:26,微博视频号,,"http://f.video.weibocdn.com/o0/xLe8GsZnlx081b02ey2A01041200dPWG0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784152&ssig=HnA37VONo%2F&KID=unistore,video",
4841374249386486,MhmkEDnQW,2802853165,PlanD的缝纫机,#MAMA#这个合作舞台有11个我的好妹妹,,,,MAMA,0,0,2,2022-11-30 05:23,iPhone客户端,"['https://wx4.sinaimg.cn/large/a710252dly1h8mp9iuu0oj21sz0u015m.jpg', 'https://wx3.sinaimg.cn/large/a710252dly1h8mp9icl36j21sz0u0gwn.jpg']",,
4841368247075521,MhmaYtGFj,2349475100,嘉兴微博新鲜事,#MAMA#IVE/Kep1er/NMIXX/LESSERAFIM/NewJeans32人女团合作舞台虽然互跳舞台有点急促但依然是带来好心情的8分钟💘#五代女团合跳CheerUp##张元英舞台#L一支小暗暗的微博视频,,,,"MAMA,五代女团合跳CheerUp,张元英 舞台",0,0,0,2022-11-30 05:00,微博视频号,,"http://f.video.weibocdn.com/o0/XpauBxeylx081akICMdO01041207KkHn0E030.mp4?label=mp4_720p&template=1144x644.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784152&ssig=gG8SMjSbu%2B&KID=unistore,video",
4840928529090139,MhaJKC8L9,1805581245,给你一粒粗去丸,#MAMA#拜托导播多给我们中国美女一些镜头吧，别再那么扣搜的给几个零碎的镜头了好嘛？#沈小婷#沈小婷,,,,"MAMA,沈小婷",0,0,0,2022-11-28 23:52,甜桃的iPhone 13,"['https://wx1.sinaimg.cn/large/6b9efbbdly1h8la1sn2otj21jk222k8o.jpg', 'https://wx2.sinaimg.cn/large/6b9efbbdly1h8la1rz3xtj21jk222dvn.jpg', 'https://wx2.sinaimg.cn/large/6b9efbbdly1h8la1tcj3mj20ue0uewr8.jpg']",,
4840927997464322,MhaITvjOi,5193253387,快乐不打烊Ya,#mama#明天谁表演o.o这对我很重要啊啊啊,,,,mama,0,0,2,2022-11-28 23:50,HarmonyOS设备,,,
4840927836766834,MhaIDsomu,7155131382,是啊格格邬,#MAMA#明天哪能看直播,,,,MAMA,0,2,1,2022-11-28 23:49,iPhone客户端,,,
4840927489691858,MhaI4EFii,5599706440,peachhh1989,#MAMA#刚看完名单，作为初中开始混韩娱的路人粉，男团一个都不认识（知道是哪个公司的，但成员一个都不知道那种）只能说更新换代的太快了，唉名单里有熟人，但还是怀念以前的舞台，有期待的男女团合作，大型团也很多，实力强，基本都开麦，现在我只会看一些cut，不会追全程感受不到从前的那种快乐了~老人发言,,,,MAMA,0,0,0,2022-11-28 23:48,OPPO随光而变R17,,,
4840927217064123,MhaHDtDHt,5779166066,桃子甜不甜·,#MAMA#蹲一个直播了,,,,MAMA,0,2,2,2022-11-28 23:47,🍑のiPhone 14,,,
4840926612296425,MhaGF9Dp7,5105007117,互联网吃瓜爱好者_888,#MAMA#期待哇现在好喜欢kpop的年末舞台呜呜呜,,,,MAMA,0,0,0,2022-11-28 23:45,HUAWEI Mate 20,,,
4840925987870231,MhaFEx1pd,7397818814,康啊几懵懵_,#MAMA#居然已经到了只能回顾套叔以前的舞台的程度感叹一下，套叔的年末performance真的legend,,,,MAMA,0,0,1,2022-11-28 23:42,OPPO A96 5G,,,
4840925752464677,MhaFhalaR,7331546823,允默chan,#MAMA#期待门面主舞黄铉辰,,,,MAMA,0,0,0,2022-11-28 23:41,Android,,,
4840924804809374,MhaDKkb8y,7360187445,一壶清江月,#MAMA#想看男团，嗯。,,,,MAMA,0,0,0,2022-11-28 23:37,荣耀20,,,
4840923961234306,MhaCo5b6a,5198035405,Xchcdwhwd,#MAMA#我等的快死了，你说我期待吗？,,,,MAMA,0,0,0,2022-11-28 23:34,nova7你在焦点在,,,
4841352724481242,MhlLWiNM6,6179910634,假装我爱你,#张元英##MAMA#站姐镜头下的张元英，和站姐对视并献上飞吻，钓系公主，真的好甜啊。L假装我爱你的微博视频,,,,"张元英,MAMA",0,0,0,2022-11-30 03:58,微博视频号,,"http://f.video.weibocdn.com/o0/ZPHzxQi9lx081aU0amyY010412003Mbe0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784425&ssig=fypbeYR%2F7f&KID=unistore,video",
4841342784766898,MhlvUk05s,7275626223,一口气吃掉一袋米,#mama#千篇一律,,,,mama,0,1,1,2022-11-30 03:18,HUAWEI MatePad Pro,,,
4841340788017012,MhlsGxDAE,5245145332,_啾啾的成长日记,#MAMA#32人合作舞台能不能开开心心的看啊，看到好多显微镜投稿，一会这个抢拍这个划水，看的这么认真累不累啊，平等的喜欢每个美女不行嘛,,,,MAMA,0,0,2,2022-11-30 03:10,iPhone客户端,,,
4841339009368967,MhlpODjin,6009310668,prg_1,#MAMA#卧槽大晚上睡不着满脑子都是shyshyshy哈哈哈哈哈哈哈看得我好尴尬Sana你呢,,,,MAMA,0,0,0,2022-11-30 03:03,vivo手机,,,
4841333548648862,Mhlh0AhXM,1747323052,Agnes618613,#MAMA2022##j-hope##郑号锡#天呐！你怎么还不睡啊！,,,,"MAMA 2022,j-hope,郑号锡",0,2,2,2022-11-30 02:42,iPhone,['https://wx1.sinaimg.cn/large/682608acgy1h8mkkgv2dkj20wi1ejzv8.jpg'],,
4841332516061423,MhlflpqQT,6013550768,ZhanngYue,一把子给我无语住了今年mama是不是酒后上岗啊老切什么大远景啊#mama##2022mama颁奖礼#,,,,"mama,2022mama颁奖礼",0,1,0,2022-11-30 02:38,iPhone客户端,,,
4841329945479059,MhlbcmZlV,7474552519,_花遇和风,#MAMA#好期待明天的厚比！啊啊啊啊啊啊啊啊啊厚比加油！明天炸翻全场！睡觉！,,,,MAMA,0,0,2,2022-11-30 02:27,田柾国老婆Android,['https://wx3.sinaimg.cn/large/0089QsyHly1h8mk5z8a1rj30hs0gy40l.jpg'],,
4841329048160526,Mhl9KyeVo,5608735025,b话大王,#MAMA#四代永不落幕怎么已经到需要狠狠怀念的时刻了,,,,MAMA,0,0,1,2022-11-30 02:24,,['https://wx2.sinaimg.cn/large/0067zGc9ly1h8mk1sngocj30u01szn78.jpg'],,
4841325671744258,Mhl4j7jLc,6933899245,易安烊1128_,2015年的mama杀疯了！！！！！犹记当年我才10岁那时候BIGBANG火得一塌糊涂，但是从没听过其他组合2015年的EXO就已经这么棒了啊，总感觉有一种年龄的奇妙感，他们25左右？吧那时候，我现在看2015的他们，回想起自己2015还是个小学生，救命，好像也没什么空间感，为什么那时候没有听过EXO啊，真是……那时候太棒了吧，全是我爱的，歌都很拽，组合也有实力，现在总感觉少了点过去的感觉，嗯！我要继续考古！看到这个片段时我真的要笑疯了哈哈哈哈哈哈#2015mama##2015##mama#L易安烊1128_的微博视频,,,,"2015mama,2015,mama",0,0,0,2022-11-30 02:10,微博视频号,,"http://f.video.weibocdn.com/o0/aYVbBl3blx081aMCCoOA01041200N8850E010.mp4?label=mp4_720p&template=1600x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784435&ssig=R1f48Lw9dU&KID=unistore,video",
4841323552575191,Mhl0TaNVl,7404661185,咕噜噜路路,#MAMA#允真真的美到我了,,,,MAMA,0,0,0,2022-11-30 02:02,OPPO智能手机,,,
4841320944238627,MhkWGhMEX,1747323052,Agnes618613,#MAMA2022##lesserafim#transition无缝链接喜欢，看到她们躺下我直接拍手叫了出来，就爱这种紧凑连贯完整的舞台。以后希望你们都不要搞VCR，不爱看。,,,,"MAMA 2022,le sserafim",0,0,0,2022-11-30 01:52,新版微博 weibo.com,['https://wx2.sinaimg.cn/large/682608acgy1h8mj4wlyykj21400p0nel.jpg'],,
4841320713028861,MhkWjcHWB,7314976814,BIBI_金亨瑞士糖,BIBI金亨瑞「221129」ins更新一则：인생디바효린선뱀사랑합니다😳💙💜❤️🖤🥰#MAMA#효린비비【翻译】人生Diva孝琳前辈我爱你😳💙💜❤️🖤🥰#MAMA#孝琳bibi,,,,"MAMA ,MAMA",61,8,423,2022-11-30 01:51,BIBI金亨瑞超话,"['https://wx4.sinaimg.cn/large/007Z2TD0gy1h8mj45ljmdj30u011igp6.jpg', 'https://wx4.sinaimg.cn/large/007Z2TD0gy1h8mj44p45pj30u011eadx.jpg', 'https://wx2.sinaimg.cn/large/007Z2TD0gy1h8mj467mnuj30u011j43m.jpg', 'https://wx4.sinaimg.cn/large/007Z2TD0gy1h8mj458edmj30u011itej.jpg']",,
4841318172592865,MhkSdaSwp,6353545375,金泰亨丢了阔腿裤,黄铉辰的灰发舞台他在舞台上会发光💙黄铉辰#黄铉辰##straykids##黄铉辰mama红毯##mama##黄铉辰五代第一主舞#,,,,"黄铉辰,straykids,黄铉辰mama红毯,mama,黄铉辰五代第一主舞",0,0,1,2022-11-30 01:41,小米8周年旗舰手机,"['https://wx1.sinaimg.cn/large/006VYPojly1h8mip79x0nj30mp0q7n0t.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8misqv2pej30qo0tqmy6.jpg', 'https://wx1.sinaimg.cn/large/006VYPojly1h8mip7qt41j30qo0uqgpo.jpg', 'https://wx4.sinaimg.cn/large/006VYPojly1h8mirbnfvfg31400u0qvb.jpg', 'https://wx1.sinaimg.cn/large/006VYPojly1h8misc2jg0g30os0k0kjs.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8misphd10g31400u01li.jpg', 'https://wx4.sinaimg.cn/large/006VYPojly1h8mip8okt0j30qo0xdtdk.jpg', 'https://wx1.sinaimg.cn/large/006VYPojly1h8misq824xj30qo0xc441.jpg', 'https://wx4.sinaimg.cn/large/006VYPojly1h8mipa9cqaj30qo14m12a.jpg']",,
4841317484200285,MhkR6hCGx,5160919447,小添今天学习了吗,从16年开始看，今年的#MAMA#真的是最拉的一届了，没有之一吧，实话实话。谁懂？就好怀念以前有弹、兔、十七、毛、妈木、exo、粉墨的舞台啊，四代真的已经成为过去式了吗？就算五代的一击、娃、txt、矮也在很用心的搞年末啊！不懂？现在MAMA的要求那么低的吗？那个合作舞台什么鬼啊！随机舞蹈？？？越看越搞不懂！真的就是大杂烩！好无语啊！唯一觉得有当年感觉的就是炽了不愧是你hybe,,,,MAMA,0,2,11,2022-11-30 01:38,OPPO Reno5 5G,,,
4841316791620025,MhkPZ6Nrr,3701534377,是你的犬次郎呀,#MAMA#我的评价是运镜和导播全场最佳生怕我看清舞台一到重点就切远景，可太厉害了（等了一年就是为了看帅哥美女，不是看四根台柱子的，一到美女帅哥特写你就拉远景是啥意思？担心我被哪个团圈粉是吧，感谢为我省钱）,,,,MAMA,0,0,0,2022-11-30 01:35,iQOO Neo5 SE竞速芯生,,,
4841316578230392,MhkPDyx6g,6376480726,FM325_StrayKidStaytion,#StrayKids8Forever#♾️#StrayKids全能免检#【221129】MnetMAMA更新[#2022MAMA_Photo]#VENOM#MANIAC(MAMAver.)by#straykids #스트레이키즈 享受这个令人震撼的舞台吧！😎✨#2022MAMAAWARDS#来了！World’sNo.1K-POPAwards2022MAMAAWARDS#2022MAMA#MAMAAWARDS#2022MAMAAWARDS【资源&翻译/鸡腿】🏝️济州岛周边熊宝代GOO网页链接🏖济州岛周边楠艺代GOO网页链接🏞️济州岛周边Yetimall代GOO网页链接📓ViVi时尚杂志代GOO网页链接📔ViViK4代GOO网页链接🧱K4旧专O网页链接✨许愿池O网页链接⚠️招新O网页链接,,,,"StrayKids8Forever,StrayKids全能免检,2022MAMA_Photo] ,MANIAC (MAMAver.) by ",69,40,1439,2022-11-30 01:34,straykids超话,"['https://wx1.sinaimg.cn/large/006Xx3Vkgy1h8min1qkscj31kw11x781.jpg', 'https://wx3.sinaimg.cn/large/006Xx3Vkgy1h8min29hr8j31kw11xqkv.jpg']",,
4841316121315812,MhkOU5wiM,6353545375,金泰亨丢了阔腿裤,#黄铉辰门面主舞##MAMA红毯现场##黄铉辰唯一门面大主舞##MAMA##黄铉辰MAMA灰发##黄铉辰mama红毯#黄铉辰这次也太好看了吧，哇偶,,,,"黄铉辰门面主舞,MAMA红毯现场,黄铉辰唯一门面大主舞,MAMA,黄铉辰MAMA灰发,黄铉辰mama红毯",0,0,1,2022-11-30 01:32,小米8周年旗舰手机,"['https://wx3.sinaimg.cn/large/006VYPojly1h8mih3fdsag30k00qoqve.jpg', 'https://wx2.sinaimg.cn/large/006VYPojly1h8miiarorfg30u011i1ld.jpg', 'https://wx2.sinaimg.cn/large/006VYPojly1h8mijlctk8g31400u0nq5.jpg', 'https://wx1.sinaimg.cn/large/006VYPojly1h8mik2z1o4g31400u01li.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8mikbr4kwg30os0k0kjs.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8mikj36xtg31400u0qvj.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8mikqp1wpg30f00f04qv.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8mil5jrwjg31400u0npp.jpg', 'https://wx3.sinaimg.cn/large/006VYPojly1h8mil6go66j30qy0svab3.jpg']",,
4841316074390859,MhkOPiqgj,3220521194,Rangec9,2022的2原来是二代团的2，真的是时代的眼泪了科切拉的2ne1，mama的kara（自己放了2012年mama的荷拉上去我圆满了）#kara##mama#LRangec9的微博视频,,,,"kara,mama",0,4,6,2022-11-30 01:32,微博视频号,,"http://f.video.weibocdn.com/u0/WrRVBlBPgx081aK0rX7G01041200drE50E010.mp4?label=mp4_720p&template=1560x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784447&ssig=X%2Bxdmq7Lqd&KID=unistore,video",
4841315735439342,MhkOhmP1k,1747323052,Agnes618613,#MAMA2022##lesserafim#忘记夸了，这次也没有VCR呢,,,,"MAMA 2022,le sserafim",0,0,1,2022-11-30 01:31,iPhone,['https://wx3.sinaimg.cn/large/682608acgy1h8mijhpnmdj20u011mdjv.jpg'],,
4841312862602389,MhkJEaV01,5824818537,想反公申留真,#MAMA#妈的好兴奋啊啊啊啊好幸福啊啊啊啊爻实力真的有点恐怖了迷太太太太牛了呜呜呜呜呜呜呜女团博爱也狂喜了呜呜呜（就是这个导播……最近吃点好的吧）#MAMA32人合作舞台#,,,,"MAMA,MAMA32人合作舞台",0,0,3,2022-11-30 01:19,真我Q2 双5G手机,,,
4841305110221471,Mhkx90VC7,3754695525,好奇八卦喵,#MAMA#颁奖礼黑白灰造型扎堆#Somi#金裙亮眼秀身材OMAMA颁奖礼黑白灰造型扎堆,,,,"MAMA,Somi",0,0,0,2022-11-30 00:49,新浪娱乐,,,
4841305023450188,Mhkx0etyc,1645899724,砂砾窠臼,#MAMA#预热好久的那个32人的舞台竟然是0开麦直接放原曲这跟随机舞蹈有区别吗大可不必哈,,,,MAMA,0,0,1,2022-11-30 00:48,iPhone客户端,,,
4841304083400566,MhkvuegDQ,7560151366,现役熬夜冠军,#垂直入坑的改编舞台##MAMA#啊啊啊啊啊啊啊啊真的谁懂啊straykidsmama舞台杀疯了，大轴出场就牛到我了，改编曲编舞，舞台设计还那么牛热血死我了！！！！再说，辰菲美帝卖了个大的啊啊啊啊啊啊wuli泳卟gi好好看好帅好漂亮概念核心李龙馥我太爱你了我截图都截不过来，舞台纯享直接回味100遍起,,,,"垂直入坑的改编舞台,MAMA",0,0,1,2022-11-30 00:45,iPhone客户端,"['https://wx1.sinaimg.cn/large/008fDCJgly1h8mh0qifbhj31jk2bckjn.jpg', 'https://wx2.sinaimg.cn/large/008fDCJgly1h8mh0qy72kj30u00n0ad9.jpg', 'https://wx1.sinaimg.cn/large/008fDCJgly1h8mh0r3sixj30wi0qrq6j.jpg', 'https://wx1.sinaimg.cn/large/008fDCJgly1h8mh0s5s1ej30wi1ycb29.jpg', 'https://wx1.sinaimg.cn/large/008fDCJgly1h8mh0utcdrj30wi1yckjl.jpg', 'https://wx4.sinaimg.cn/large/008fDCJgly1h8mh0v9kuxj31jk1jkank.jpg']",,
4841303051338871,MhktP5CiH,5490418884,悟悟悟悟悟五条,#MAMA#32人舞台说真的本人只注意到ive。。。安安的part都做得太好了！！！fearless和cheerup的唱！！！我的天金秋天的o.o已入坑！！！还有一个跳hypeboy那个妹妹叫什么呀？？？ive的（褐色衣服）,,,,MAMA,0,3,2,2022-11-30 00:40,三星android智能手机,,,
4841302829306387,MhktsD311,6281071145,i小九TY,这#mama#不看也罢。。。。,,,,mama,0,1,0,2022-11-30 00:40,iPhone客户端,,,
4841302515259292,MhksXm4bi,6850957301,金抽抽的话筒,#MAMA#瓶家真的赢麻了，jyp家孩子的舞台，谁看谁知道，这才叫年末啊,,,,MAMA,0,0,2,2022-11-30 00:38,5G自拍手机vivo S6,,,
4841302040249780,Mhksc12YI,5490418884,悟悟悟悟悟五条,#MAMA#客观的说lessarafim的舞台太好看了！！！！！！不粉不过觉得真的超好看的！！让我更开始期待明天梯宝了,,,,MAMA,0,0,1,2022-11-30 00:36,三星android智能手机,,,
4841301339538850,Mhkr3E1uq,6473899099,是神兵小小将啊,#MAMA#天哪MAMA就你这破运镜我还能指望明天你能把我梯舞台给拍好了？,,,,MAMA,0,0,0,2022-11-30 00:34,荣耀30 Pro 5G,,,
